service_id,date,exception_type
MVS-Weekday-99-BUS-21-10-1111100-,20220131,1
MVS-Weekday-99-BUS-21-10-1111100-,20220201,1
MVS-Weekday-99-BUS-21-10-1111100-,20220202,1
MVS-Weekday-99-BUS-21-10-1111100-,20220203,1
MVS-Weekday-99-BUS-21-10-1111100-,20220204,1
ROUTE33-Saturday-20-BUS-BRIDGE-0000010-,20211113,1
ROUTE33-Sunday-20-BUS-BRIDGE-0000001-,20211114,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211106,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211120,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211126,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211127,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211204,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211211,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211218,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211224,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220101,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220108,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220115,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220117,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220122,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220129,1
TRYON-Saturday-2-BUS-21-10-0000010-,20220205,1
TRYON-Saturday-2-BUS-21-10-0000010-,20211113,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211107,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211121,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211125,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211128,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211205,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211212,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211219,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211225,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211226,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220102,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220109,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220116,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220123,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220130,1
TRYON-Sunday-2-BUS-21-10-0000001-,20220206,1
TRYON-Sunday-2-BUS-21-10-0000001-,20211114,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211104,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211105,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211108,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211109,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211110,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211111,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211112,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211115,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211116,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211117,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211118,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211119,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211122,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211123,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211124,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211129,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211130,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211201,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211202,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211203,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211206,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211207,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211208,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211209,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211210,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211213,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211214,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211215,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211216,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211217,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211220,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211221,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211222,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211223,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211227,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211228,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211229,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211230,1
TRYON-Weekday-2-BUS-21-10-1111100-,20211231,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220103,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220104,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220105,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220106,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220107,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220110,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220111,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220112,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220113,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220114,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220118,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220119,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220120,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220121,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220124,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220125,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220126,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220127,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220128,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220131,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220201,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220202,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220203,1
TRYON-Weekday-2-BUS-21-10-1111100-,20220204,1
